1_0	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_1	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_2	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_3	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_4	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_5	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_6	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_7	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_8	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_9	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
1_10	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem';	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem'	easy	True
2_0	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_1	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_2	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_3	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_4	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_5	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_6	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_7	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_8	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_9	SELECT COUNT(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
2_10	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'Fim da viagem' AND resource = 'James'	medium	True
3_0	"SELECT COUNT(*) AS ""Quantidade de Eventos"", resource AS ""Recurso"" FROM event_log GROUP BY resource;"	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_1	"SELECT COUNT(*) AS ""Quantidade de Eventos"", resource AS ""Recurso"" FROM event_log GROUP BY resource;"	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_2	SELECT COUNT(*) AS event_count, resource FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_3	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	True
3_4	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	True
3_5	SELECT resource, COUNT(*) AS count FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_6	SELECT resource, COUNT(*) AS count FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_7	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	True
3_8	SELECT COUNT(DISTINCT activity), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_9	"SELECT COUNT(*) AS ""Execuções de Atividade"", resource FROM event_log GROUP BY resource;"	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_10	SELECT resource, count(*) AS action_count FROM event_log WHERE activity LIKE '%travel%' GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
4_0	SELECT count(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_1	SELECT count(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_2	SELECT count(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_3	SELECT count(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_4	SELECT count(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_5	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_6	SELECT resource,COUNT(*) FROM event_log WHERE resource = 'Peter' GROUP BY resource	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
5_0	SELECT * FROM event_log WHERE timestamp BETWEEN '2018-10-01' AND '2018-10-02'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_1	SELECT * FROM event_log WHERE timestamp BETWEEN '2017-01-01' AND '2017-12-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_2	SELECT idcase FROM event_log WHERE timestamp BETWEEN '2018-03-01' AND '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_3	SELECT idcase FROM event_log WHERE activity = 'Declaração final aprovada pelo diretor' AND timestamp BETWEEN '2018-03-01' AND '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_4	SELECT DISTINCT idcase FROM event_log WHERE timestamp IN ( SELECT MAX(timestamp) FROM event_log WHERE timestamp BETWEEN '2018-03-01' AND '2018-03-31' GROUP BY idcase );	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_5	SELECT idcase FROM event_log GROUP BY idcase HAVING max(timestamp) BETWEEN '2018-03-01' AND '2018-03-31';	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
