1_0	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_1	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_2	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_3	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_4	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_5	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_6	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_7	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_8	SELECT COUNT(*) AS num_occurrences FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_9	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_10	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
2_0	SELECT count(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_1	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_2	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_3	SELECT count(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_4	SELECT count(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_5	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_6	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_7	SELECT count(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_8	SELECT count(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_9	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_10	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
3_0	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_1	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_2	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_3	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_4	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_5	SELECT resource, COUNT(*) as frequency FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_6	SELECT resource, COUNT(*) AS frequency FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_7	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_8	SELECT resource, COUNT(*) AS num_activities FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_9	SELECT resource, COUNT(*) AS num_performances FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_10	SELECT resource, COUNT(*) AS total_actions, COUNT(DISTINCT activity) AS unique_actions FROM event_log WHERE activity LIKE '%travel declaration%' GROUP BY resource ORDER BY total_actions DESC;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
4_0	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_1	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_2	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_3	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_4	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_5	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_6	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter' AND activity LIKE '%travel declaration%'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
5_0	SELECT idcase FROM event_log WHERE strftime('%Y-%m', timestamp) = '2018-03' AND strftime('%d', timestamp) = '31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_1	SELECT idcase FROM event_log WHERE strftime('%Y-%m', timestamp) = '2018-03' AND strftime('%d', timestamp) = '31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_2	SELECT idcase FROM event_log WHERE activity = 'End trip' AND timestamp BETWEEN '2018-03-01' AND '2018-04-01'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_3	SELECT idcase FROM event_log WHERE timestamp BETWEEN '2018-03-01' AND '2018-04-01' AND activity = 'end'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_4	SELECT DISTINCT idcase FROM event_log WHERE strftime('%Y-%m', MAX(timestamp)) = '2018-03'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_5	SELECT idcase FROM event_log WHERE activity = 'End trip' AND timestamp BETWEEN '2018-03-01' AND '2018-03-31' GROUP BY idcase HAVING MAX(timestamp) BETWEEN '2018-03-01' AND '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_6	SELECT idcase FROM event_log WHERE activity = 'End' AND timestamp BETWEEN '2018-03-01' AND '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_7	SELECT idcase FROM event_log WHERE timestamp LIKE '%2018-03-%' GROUP BY idcase HAVING MAX(timestamp) LIKE '%2018-03-%'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
6_0	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource <> 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_1	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_2	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_3	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_4	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_5	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource <> 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_6	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_7	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_8	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource!= 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
6_9	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource <> 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	1
