1_0	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_1	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_2	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_3	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_4	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_5	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_6	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_7	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_8	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_9	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
1_10	SELECT COUNT(*) FROM event_log WHERE activity = 'end of trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	True
2_0	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_1	SELECT COUNT(activity) FROM event_log WHERE resource = 'James' AND activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	0
2_2	SELECT COUNT(*) FROM event_log WHERE resource = 'James' AND activity = 'end trip';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_3	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_4	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_5	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_6	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_7	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_8	SELECT COUNT(*) FROM event_log WHERE activity = 'end trip' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_9	SELECT COUNT(*) FROM event_log WHERE activity = 'finalization' AND resource = 'James';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	True
2_10	SELECT COUNT(*) FROM event_log WHERE activity LIKE '%updated%' AND activity LIKE '%James%' AND activity LIKE '%end of a trip%';	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	0
3_0	SELECT resource, COUNT(*) AS num_events FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_1	SELECT resource, COUNT(*) AS num_events FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_2	SELECT resource, COUNT(*) AS event_count FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_3	SELECT resource, COUNT(*) AS num_events FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_4	SELECT resource, COUNT(*) AS num_events FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_5	SELECT resource, COUNT(resource) FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_6	SELECT resource, COUNT(resource) AS num_appearances FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_7	SELECT resource, COUNT(*) AS event_count FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_8	SELECT resource, COUNT(DISTINCT activity) as activity_performances FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_9	SELECT resource, COUNT(DISTINCT activity) as num_activities FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_10	SELECT resource, COUNT(activity) as actions_taken FROM event_log WHERE activity = 'travel_declaration' GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
4_0	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_1	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_2	SELECT COUNT(*) FROM event_log WHERE activity = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
4_3	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	True
4_4	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter' GROUP BY activity;	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
4_5	SELECT COUNT(*) FROM event_log WHERE activity = 'responsible' AND resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
4_6	SELECT COUNT(activity) FROM event_log WHERE activity = 'travel declaration' AND resource = 'Peter';	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
5_0	SELECT idcase FROM event_log WHERE timestamp >= '2018-03-01' AND timestamp < '2018-04-01'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_1	SELECT idcase FROM event_log WHERE timestamp >= '2018-03-01' AND timestamp < '2018-04-01';	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_2	SELECT idcase FROM event_log WHERE activity = 'terminate' AND timestamp >= '2018-03-01' AND timestamp < '2018-04-01';	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_3	SELECT idcase FROM event_log WHERE strftime('%Y-%m', timestamp) = '2018-03' GROUP BY idcase;	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	1
